master_protein,0h_1_total,0h_2_total,0h_3_total,6h_1_total,6h_2_total,6h_3_total,6h_4_total,23h_1_total,23h_2_total,23h_3_total,0h_1_OOPS,0h_2_OOPS,0h_3_OOPS,6h_1_OOPS,6h_2_OOPS,6h_3_OOPS,6h_4_OOPS,23h_1_OOPS,23h_2_OOPS,23h_3_OOPS
O43776,0.439221588,0.546582346,0.565797783,0.572491371,0.603135235,0.612549489,0.68309714,0.63883972,0.742406638,0.500103029,0.406704946,0.723560736,0.547865967,0.602484426,0.578838553,0.603933511,0.601562977,1.040672881,1.161365433,0.947278229
O43795,0.308194811,0.242229886,0.20991973,-0.032222825,-0.099683771,-0.044936672,-0.049818836,-0.104564555,-0.054578247,-0.270989386,-0.337771571,-0.564343596,-0.114493025,0.232005135,0.365001877,0.272949875,0.515589754,-0.728091931,-0.701216089,-0.55544329
O43809,0.457581928,0.363420036,0.385502362,0.882078201,0.640685227,0.5959508,0.753637559,0.878315049,0.744722389,0.740466324,-0.500972871,-0.201032987,-0.414489259,-0.064338912,-0.091154106,-0.196915515,-0.36923381,0.192085282,0.129149746,-0.024638911
O43815,-0.083019153,-0.059463136,-0.088222209,-0.048027896,0.048105076,0.026657755,-0.05712075,-0.07252074,-0.038580969,0.105891662,-0.394566644,-0.399746412,-0.582497057,-0.887197572,-0.785873542,-0.975664015,-0.630945249,-0.630436088,-0.69348044,-0.698293649
O43818,0.559790279,0.613784669,0.52737376,0.360667814,0.393601642,0.38574914,0.493271622,0.403013065,0.481736041,0.207073424,0.356997596,0.370123714,0.581668675,0.906934293,0.652105337,0.498726258,0.618137128,0.753635625,0.84003405,0.600874543
O43823,-0.040852005,-0.0951735,-0.278688875,-0.249137756,-0.151658435,-0.158374139,-0.246612213,-0.33598369,-0.192801887,-0.245112452,1.003950132,0.996081608,0.757533065,0.816609834,0.731299388,0.682275231,0.254238562,0.920558138,1.037860095,0.963019738
O43865,0.34921342,0.338835808,0.376599164,0.383872342,0.26506201,0.375058061,0.395915576,0.497599566,0.477722576,0.163219572,0.435673792,0.356681131,0.554483846,0.20211826,0.212677605,0.17482515,0.315029043,-0.026164167,0.061029837,0.637368557
O60216,-0.154062616,-0.146131927,0.00124174,-0.399225101,-0.419321267,-0.31066488,-0.221710264,-0.272137208,-0.115242353,-0.218693126,-1.245592037,-1.081850071,-1.009076178,-0.691902915,-0.765205492,-0.717202339,-0.631606581,-1.10977719,-0.966734689,-1.384753339
O60231,-0.512036249,-0.618473655,-0.617705705,-0.525558614,-0.520650969,-0.55367542,-0.586004964,-0.538427038,-0.575546482,-0.524314061,-1.085935372,-1.19957203,-1.611526106,-1.161795509,-1.425719026,-1.364846073,-1.217065279,-1.402608757,-1.142869444,-1.073802784
O60264,0.42764201,0.373191104,0.296866173,0.190679057,0.169890366,0.231397886,0.25736362,0.148302623,0.167202264,0.224894368,0.046292762,-0.108052561,0.103330385,0.443546546,0.538501512,0.500481462,0.567502639,-0.184839275,-0.297791401,-0.0314499
O60271,-0.338174949,-0.31104513,-0.318670804,0.011875517,0.010762965,-0.023972384,-0.022070395,0.068350515,-0.093814188,-0.161533045,-1.058713903,-1.890551419,-0.469232223,-1.748592333,-1.191888529,-1.092446249,-1.530087821,-1.592814789,-1.228402259,-1.225617523
O60279,0.310605651,-0.1365246,-0.24885952,-0.25903056,-0.588971286,-0.426941418,-0.520903364,-0.564074652,-0.478310945,-0.72627954,1.658567473,1.934875076,1.944559318,0.484771206,0.830423933,1.145621242,0.694680712,1.041428614,1.139508827,1.478005995
O60282,-0.230234296,-0.464850466,-0.695066546,-0.229553359,-0.405635953,0.050146108,-0.239966389,-0.440572591,-0.453839047,0.161172573,-0.297680549,-0.308735473,0.102384252,0.234792953,-0.087802896,0.246355665,-0.723790205,0.364791513,0.277950407,0.103074978
O60287,-0.500487793,-0.615158265,-0.688187457,-0.750425797,-0.756335577,-0.864124018,-0.722302277,-0.760747037,-0.747062055,-0.801277688,-0.745931903,-0.415166145,-0.102037027,-0.359049541,-0.27139088,-0.396302771,-0.402708514,-0.313362343,-0.229348392,-0.618052664
O60306,-0.362992777,-0.352459228,-0.400753273,-0.435692539,-0.475970799,-0.437634859,-0.480359285,-0.606037945,-0.604249829,-0.506693261,-0.37271838,-0.598292091,-0.247002478,0.281379746,0.071616933,0.379058202,-0.021631306,0.366429543,0.233156915,0.162054361
O60318,-1.425364637,-0.941753221,-1.282713131,-1.175465844,-1.312798986,-1.447880756,-1.283152322,-0.97830142,-0.942799728,-0.824269331,-0.379518841,-0.692612041,-0.300193126,-0.627197226,-0.651994882,-0.13770253,-0.452669514,-0.045473587,-0.646174726,-1.099458973
O60333,-0.867181468,-0.791796635,-0.834314157,-0.986925164,-0.84115831,-0.761134517,-0.644726409,-0.785858982,-0.787395144,-0.253864926,-0.775349036,-1.001582731,-0.984185003,-1.212159727,-1.377185544,-1.141355849,-1.722380635,-0.949032871,-0.999000779,-0.916047175
O60341,0.16042676,0.164829955,0.112288376,0.052047655,0.101472006,0.114882365,0.039041438,0.06061346,0.12793355,0.097352574,-0.165974869,-0.170659338,0.334702638,-0.406975904,-0.145859998,-0.170920307,0.179994479,-0.352235234,-0.325890103,-0.055274046
O60343,-1.080732012,-0.989271425,-1.312229615,-1.149930752,-1.04755251,-1.033634425,-1.197096759,-1.012750579,-1.013382563,-0.600635882,-1.657222935,-1.958114702,-5.062187515,-2.040548349,-2.277104531,-1.547640875,-1.927964769,-1.848071844,-2.710553954,-2.79559085
O60506,1.400100193,1.383040419,1.443577073,1.396913903,1.403541312,1.480147146,1.429194163,1.438529649,1.366378959,1.150577972,2.927465137,3.136772918,3.024248375,3.030964136,2.928276877,2.91888711,2.440147744,3.143013846,3.122193496,3.124515146
O60524,0.650934961,0.704777654,0.608510523,0.655560294,0.6234886,0.691491079,0.619480963,0.746128123,0.688119638,0.55418658,-0.033651981,-0.008387909,0.049817511,0.0477074,-0.08112374,-0.01852523,-0.212976742,0.253014281,0.189066714,0.157161683
O60551,-0.89102821,-0.820566874,-1.144477089,-0.741812666,-0.765096104,-0.675908712,-1.06189902,-1.001175886,-0.578167182,-0.288416236,0.137111185,0.454450311,0.310145534,0.232935006,0.271788715,0.324711302,-0.011574201,0.631168255,0.767493343,0.606809824
O60563,0.045777964,0.063195995,0.009355675,0.051825377,0.013753571,-0.003612545,0.126394894,-0.353197332,-0.297870687,0.218074964,-2.262746759,-2.315049247,-2.232112516,-2.197052834,-2.027704675,-1.792178937,-2.373652481,-1.980266457,-2.25598809,-3.060863728
O60566,1.159597863,1.29596187,1.440485412,-0.221471013,-0.058646936,-0.367881434,-0.203682271,0.670086461,0.693856007,-0.083831545,1.357166046,1.310467352,1.303551675,-1.290162239,-1.394036445,-1.243102917,-1.293497083,-0.813351654,-0.962832874,-1.662159862
O60664,1.005667209,0.9960818,1.02751767,1.188483564,1.090393583,1.19643555,1.141746827,1.218647633,1.166907136,1.083779591,-0.150086527,-0.204838414,-0.518691631,-0.760757714,-0.811993821,-0.782790681,-0.801134747,-0.177916553,-0.178850692,-0.674961145
O60684,-0.867181468,-0.787892181,-1.011641406,-0.624202862,-0.838704329,-0.764195244,-0.7340573,-0.708976836,-0.783693551,-0.745352274,-0.913468175,-1.468459162,-1.361747797,-1.663074262,-1.699795603,-1.501837185,-1.71956562,-1.638079523,-1.774944541,-1.521415886
O60701,0.03393776,0.136808324,0.153327578,0.362237204,0.406898465,0.419008222,0.395370236,-0.022825805,-0.015667914,0.046357119,-0.604603622,-0.513128211,-0.577834521,-0.450538513,-0.31040454,-0.340075442,-0.021074173,-1.001368255,-0.870050755,-0.599193637
O60716,0.29577599,0.229523252,0.17802788,-0.169139673,-0.139588899,-0.186573095,-0.076580681,0.102691809,0.096804701,0.002443893,-0.020220831,0.076866367,0.065033036,-0.14119199,-0.079392213,-0.098399022,0.029096476,-0.169619094,-0.183849173,-0.344765786
O60732,-0.010149477,-0.128642657,-0.168210498,0.199197308,0.082545721,0.130235726,0.241745715,0.339266535,0.419426321,0.235716519,-0.677784258,0.092056979,-0.653928548,-1.071208901,-0.83653194,-0.850785494,-0.825669819,-1.276467727,-1.282692414,-1.137933121
O60763,0.041464971,0.103632101,0.072044744,0.053469423,0.150120901,0.056702469,0.154081304,-0.0400685,0.017654709,0.02934962,0.002258542,-0.035685945,0.256989969,-0.474977202,-0.498225295,-0.371818287,0.03608055,-0.225918784,-0.298586673,-0.449894589
O60783,-0.897914595,-0.671301343,-0.995039439,-1.24258004,-1.055224171,-1.28077077,-0.985336683,-1.25240099,-1.214528835,-1.136812837,-2.063215295,-2.049907178,-2.611526106,-0.981115435,-1.384019735,-1.216434966,-1.629623494,-1.951411594,-2.180039237,-2.355606993
O60784,-0.233002247,-0.096086819,-0.192881721,-0.093792464,-0.051499483,-0.176688307,0.070453128,-0.330383702,-0.289137567,-0.226198481,-1.712718048,-2.60878045,-2.493344679,-1.905498388,-2.315784999,-1.808350227,-1.997866782,-2.158411965,-2.180039237,-2.184766286
O60828,0.737356571,0.812032146,0.668099319,0.761911161,0.662988102,0.690293722,0.773028784,0.911850116,0.789203884,0.471642486,-0.14578354,-0.348333839,-0.568198674,-0.362476443,-0.416441213,-0.444386913,-0.296954901,0.139240638,0.299430135,-0.498479075
O60832,0.460142407,0.42700073,0.433347885,0.417454942,0.472394889,0.410197211,0.407135113,0.317234511,0.327547405,0.178383791,0.838104171,0.963848475,0.948480448,0.981923177,0.97453442,0.706549606,0.622470049,1.114251142,1.111245332,1.267657895
O60869,0.183716427,0.128990186,0.091452087,0.78950214,0.611693926,0.529443806,0.612535927,1.417973029,0.991215888,1.015010358,0.672848333,1.160399769,0.925739653,1.560892699,1.117755086,1.080304797,0.855520202,1.691015477,1.518875272,0.960124835
O60870,-0.689394349,-0.783442848,-0.837763813,-0.62065554,-0.518935517,-0.660347275,-0.539824225,-0.832471336,-0.703698064,-0.571572238,0.677712265,0.234036217,0.124735563,-0.259237665,-0.199102019,-0.23974234,-0.369895748,-0.256476251,-0.295516454,-0.160799494
O60884,0.756826648,0.791489288,0.953593175,0.894626052,0.978444867,1.02007203,1.026655097,0.786279478,0.872368551,0.550161656,0.175462398,0.16559166,0.201562336,0.290978551,0.000756549,0.032326716,0.545074904,0.230930075,0.080350448,0.378411317
O60885,-0.10542784,-0.064775235,-0.25082907,-0.340214204,-0.120664868,-0.28238182,-0.226218476,0.000235062,0.007253245,0.137994558,-0.151523713,-0.250093805,-0.95505764,-0.767994865,-0.612934762,-0.680063203,-0.585709873,-0.200232141,-0.129413164,-0.482637559
O60934,-0.35655548,-0.384319127,-0.428163924,-0.42792189,-0.546703394,-0.479152218,-0.472385427,-0.396584579,-0.521583653,-0.514365381,-0.781517045,-0.504083071,-0.829526758,-0.379003311,-0.547025322,-0.441141253,-0.651588826,-0.269773074,-0.423391277,-1.002687084
O75083,0.640477029,0.720428783,0.788779193,1.041059571,1.014975217,1.117260304,1.037114256,0.89018707,0.917599034,0.819741356,-0.75093737,-0.650752721,-0.474555827,-0.256494526,-0.222185632,0.064216853,0.344044965,0.195798369,-0.195313021,-0.12616556
O75131,0.293781029,0.320661338,0.42313095,0.609288902,0.624413792,0.712702323,0.54582629,0.666289438,0.528106682,0.486569108,0.259742928,0.269913254,0.252854195,0.284073855,0.449683857,0.218284899,0.785060082,0.371332505,0.219056718,0.500545362
O75146,-0.215411956,-0.165592367,-0.245769936,-0.292505265,-0.271551654,-0.271142069,-0.262613379,-0.427234792,-0.307519592,-0.2324257,-0.018092726,0.283210076,0.067095502,-0.159353367,-0.238814532,-0.051313234,0.149909475,0.200948558,-0.13516478,-0.490159448
O75150,-0.292739797,-0.232976991,-0.329977515,-0.302701032,-0.247944387,-0.33225378,-0.297323688,-0.211666863,-0.302243264,-0.299216057,-1.427626721,-1.404547398,-1.576760688,-1.437085415,-1.50459482,-1.405310261,-1.598259323,-1.62581511,-1.607968184,-1.590418674
O75152,-0.169487731,-0.09711126,-0.162902564,-0.129705526,-0.164273993,-0.145584036,-0.144763437,-0.316303647,-0.310464935,-0.276476623,0.34218519,0.4500323,0.436433369,0.588672072,0.372012356,0.292296105,0.131301837,0.319442316,0.439768003,0.446361382
O75153,0.170542285,0.185190693,0.154754178,0.350673444,0.382128545,0.46055576,0.31437556,0.641889569,0.552077311,0.3094764,-0.461745155,-0.567081159,-0.537865445,-0.384243482,-0.387012103,-0.362053309,-0.405790539,0.034233113,0.042404657,-0.472036954
O75165,-0.208133921,-0.339542239,-0.233442566,-0.533859764,-0.566869994,-0.524770507,-0.456007034,-0.455444421,-0.519273493,-0.583985658,-0.220236463,-0.289958266,-0.794152428,-0.899372286,-0.814207393,-0.668947171,-0.387548707,-0.828263363,-0.763021374,-0.629398567
O75175,-0.366868988,-0.392554072,-0.453645953,-0.282381048,-0.392079237,-0.321251749,-0.321518762,-0.150710724,-0.216398822,-0.253377282,-0.666325142,-0.820012426,-1.026563605,0.029626945,-0.413082201,-0.27141639,-0.084850084,0.35519909,0.0581205,0.153183827
O75179,-1.302797995,-1.444950908,-1.122672719,-1.555539671,-1.308717809,-1.286147948,-1.064179961,-1.321663652,-1.173082463,-1.150757018,0.50676686,0.658744609,0.595547752,0.791000614,0.718834565,0.727582503,0.269594639,1.076147748,1.079754717,1.014955877
O75323,0.88113036,0.71268772,0.848706603,0.487640037,0.457296317,0.491818734,0.42993237,0.345200507,0.247133881,0.49616812,0.235076436,-0.122799699,0.019606576,0.581024295,0.752175391,0.754371504,0.30241275,-0.005996732,0.002164094,0.391626936
O75340,0.843874918,0.679921058,0.876124534,1.165488895,1.208569748,1.238428633,1.043020557,1.338647006,1.211677972,0.99161332,1.374744793,1.389279139,1.526776917,1.133864044,0.938730174,1.198602533,1.031253984,1.151928156,1.295159697,1.188949046
O75351,0.166628353,0.237642911,0.187667402,0.274852787,0.208451101,0.329946515,0.186388312,0.319104356,0.286431692,0.282490669,-0.23539627,-0.396395202,-0.410657397,-0.592190776,-0.589048537,-0.515995248,-0.445674615,-0.786255837,-0.637985328,-0.259923645
O75362,-0.208668946,-0.417544751,-0.384985957,-0.641352485,-0.379718578,-0.537058344,-0.476936519,-0.86907235,-0.990002249,-0.720876182,-2.698642863,-2.862537042,-2.881615269,-1.597139992,-2.224637111,-2.857980995,-1.71956562,-2.333498672,-2.919649552,-2.59736474
O75367,0.912395661,0.825612167,0.855408479,0.4288828,0.508645292,0.555805636,0.461514289,0.382962258,0.333684158,0.418617794,-0.571362199,-0.008387909,-0.70229157,0.367731785,0.5247877,0.195130341,0.443782447,0.121695954,0.386307586,0.150283936
O75369,1.114771189,1.097715759,1.082200715,0.754119988,0.762512231,0.851657555,0.840319495,1.052054201,1.00690461,0.877828201,1.128329527,1.110208815,0.922868877,0.697069508,0.682759938,0.65537535,1.291632414,0.981406555,0.859330166,0.524146949
O75390,1.60600622,1.488081281,1.597544934,1.144934781,1.103515122,1.144250818,1.280771355,0.849542972,0.908690181,0.614947312,-0.211579811,-0.197449639,0.09358134,1.075258838,1.290404393,1.165113027,1.455633391,-0.203708051,-0.218747121,0.348000004
O75396,0.406233093,0.247867582,0.344867623,0.582333254,0.47870521,0.420131276,0.437863758,0.50503975,0.338436847,0.43852364,-0.177518922,-0.244810584,-0.243711852,0.730725128,0.838152478,0.859558348,0.911579518,0.06059056,-0.252684539,-0.418262601
O75400,0.204333646,0.080385757,-0.031819288,0.039681558,-0.056079101,-0.048429795,-0.031119457,-0.055547661,-0.068049191,0.022600533,1.202458349,1.117822274,1.322236506,1.110574913,1.106371201,1.202660902,0.666158053,1.01540078,1.28339531,1.366312452
O75439,0.538225445,0.434051657,0.367664022,0.23124408,0.190509777,0.246350761,0.270310635,0.118579257,0.171594597,0.052352956,-0.302994349,-0.353523395,-0.14380128,0.730922608,0.913535411,1.074080176,0.978405843,-0.687187337,-0.692349358,-0.117518945
O75475,1.453462158,1.280187624,1.293221126,0.961114764,0.991116263,0.926975697,1.000245614,0.943768111,0.966977496,1.023647102,0.877493584,0.835492889,0.618771514,0.400187996,0.639500431,0.531585817,0.451440619,2.253252664,2.363061241,1.979451522
O75489,0.504818024,0.358295004,0.263862351,0.163350594,0.129063646,0.102933522,0.183651433,-0.117394405,0.015744276,0.123821078,1.121660048,0.99289051,1.008201813,0.787840273,1.19888618,1.074647162,0.93471447,0.282160626,0.324790662,0.757331385
O75494,1.086857405,0.981242351,0.896238353,0.707494735,0.823176281,0.70959587,0.768175978,0.743236457,0.694851313,0.626297864,1.414285423,1.298580155,1.749843894,1.184293471,1.370549431,1.589477982,0.912801558,1.085763414,1.367695067,1.304791824
O75521,0.407816272,0.311123509,0.345476117,0.020817811,0.155399089,0.103413381,0.147739129,0.023858303,-0.136329623,0.103457075,-0.348969777,-0.881152721,-2.038340773,-0.290162239,0.169081667,0.198602533,0.05733872,-2.10977719,-1.829852882,-1.912000342
O75525,2.198050192,2.128104826,2.286039142,1.885175508,2.075165432,1.804627918,1.766465611,1.598352059,1.720816909,1.648618568,1.574375632,1.555099128,1.108627764,1.282951921,0.946922672,0.539821967,0.667519538,0.974399863,0.998082917,1.623460197
O75530,-0.136853326,-0.121284722,-0.154766349,-0.272327383,-0.239493354,-0.276269378,-0.283949611,-0.095779264,-0.132440478,-0.318296799,-1.276618933,-0.948266916,-0.493344679,-0.543610596,-0.839346955,-1.067208957,-0.847399288,-0.81520721,-0.823647733,-0.687877033
O75533,0.749762679,0.629434125,0.721980745,0.644885684,0.653318222,0.690892524,0.747245544,0.764043975,0.718415083,0.553123088,0.508992266,0.462901036,0.351496824,0.744603179,0.647789644,0.574261448,0.563275319,1.060811883,1.056466715,1.066587555
O75534,0.420110145,0.442082038,0.452354804,0.704503453,0.694634513,0.749301273,0.629198012,0.820774926,0.811453614,0.508321044,1.098879033,1.227322997,1.385171272,1.854586049,1.724949128,1.673312481,1.258472971,1.992100102,1.955976072,1.952835391
O75569,0.228407021,0.394235619,0.281617346,0.149269962,0.225436669,0.175241328,0.23520197,0.188377922,0.18063344,0.166284634,0.146238071,0.43702324,0.155904769,0.05403502,0.069045666,-0.141355849,-0.053052631,0.059852571,0.094072208,0.532660786
O75616,0.699647942,0.622821902,0.557276474,0.125914874,0.160805209,0.250177384,0.221690437,0.106170587,0.097899587,0.197296019,-0.614125621,-0.689679137,-0.462416329,-0.308599487,-0.163893921,-0.374027057,-0.331904559,-0.999125484,-1.139837703,-0.895640151
O75643,0.77132065,0.6919832,0.75072734,0.658290993,0.631285371,0.675339437,0.695159689,0.562622138,0.633626999,0.284606514,0.546185095,0.558980532,0.587811079,0.780955539,0.726153292,0.706197601,1.110077887,0.84417133,0.878946689,0.693679782
O75663,0.241609559,0.402476583,0.562893723,0.5443271,0.635658329,0.618753996,0.63203929,0.558186167,0.609694387,0.343866303,0.19887955,0.266745975,0.330129908,0.221502577,0.184407398,0.383859188,0.224525639,-0.153268662,-0.176081223,-0.207835134
O75683,0.603134838,0.449450816,0.323583511,0.377622565,0.440422499,0.338139063,0.279626202,0.581589059,0.531272981,0.503770838,0.197426298,0.325582012,0.358576596,0.492627538,0.179232597,0.198287225,-0.22316892,0.61722696,0.514067257,0.380083969
O75691,-0.550310366,-0.595705902,-0.568011644,-0.651153353,-0.782302762,-0.645141553,-0.801346988,-0.915423656,-0.722021205,-0.809350613,0.5530105,0.64805117,0.82946733,0.516498579,0.382606267,0.475616212,0.224724948,0.658653082,0.63477715,0.692967397
O75717,-0.506836677,-0.499615884,-0.485401345,-0.627555487,-0.601754294,-0.589276486,-0.455926811,-0.440891666,-0.455100144,-0.45015763,-0.196142522,-0.414358952,-0.119829408,-0.144665924,-0.194048791,-0.11554355,-0.362631075,0.209917384,0.05699996,-0.373580427
